age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
43,Private,52433,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
22,Private,54560,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,182332,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
33,Private,141841,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,<=50K
33,State-gov,43716,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
31,Federal-gov,206823,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K
24,Private,99970,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,115458,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,132393,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Poland,<=50K
83,Local-gov,107338,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States,<=50K
52,Private,112959,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,191161,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,55,United-States,<=50K
23,Private,152328,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,13550,0,50,United-States,>50K
37,Private,184456,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
28,State-gov,255254,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,37,United-States,<=50K
58,Private,193374,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Male,0,1719,40,United-States,<=50K
47,State-gov,287547,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
57,Private,548256,12th,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,171305,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,60,United-States,>50K
33,?,211699,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,128212,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,>50K
49,Local-gov,329144,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K
26,Private,164583,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
43,Local-gov,117022,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,99203,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,113152,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,238816,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,109952,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,314007,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,<=50K
26,Local-gov,214215,11th,7,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K
33,Self-emp-not-inc,48214,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
51,Private,197189,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,155818,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
28,Private,288598,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
52,Private,236222,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Self-emp-not-inc,99199,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,32008,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,72,United-States,<=50K
30,Private,119164,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,0,0,40,?,<=50K
26,Local-gov,33604,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K
38,Private,243872,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
42,Private,226452,9th,5,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
46,Private,142719,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K
53,?,29231,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
22,Private,227594,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
79,Private,160758,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
30,Self-emp-inc,164190,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,45,United-States,<=50K
60,?,174073,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,347336,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
48,Private,207946,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K
28,State-gov,106721,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K
50,Private,162327,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,?,>50K
47,Self-emp-inc,110901,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States,>50K
56,Private,292710,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
35,?,216068,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,5178,0,12,United-States,>50K
29,Federal-gov,121040,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
45,Private,160703,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
55,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
20,Private,167787,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,87928,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
60,Self-emp-inc,210827,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
67,?,274451,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,110622,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Private,91666,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Private,1366120,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,8,United-States,<=50K
49,Private,281647,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
58,Self-emp-inc,179781,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
48,Private,247895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
57,Self-emp-not-inc,291167,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,240554,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Private,30433,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,0,0,72,United-States,<=50K
25,Private,218667,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,175515,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,200117,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,294931,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Germany,<=50K
28,Self-emp-not-inc,209934,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,Mexico,<=50K
22,Private,228411,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
66,Local-gov,154171,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,20,United-States,<=50K
51,Federal-gov,282680,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,70,United-States,>50K
58,Private,158864,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
45,Private,148549,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,27828,0,56,United-States,>50K
80,Self-emp-not-inc,225892,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1409,0,40,United-States,<=50K
32,Private,197505,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,258298,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
51,Private,253357,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,266973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,116143,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,247481,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
41,Self-emp-inc,146659,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Honduras,<=50K
68,Private,174895,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,286026,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
43,Private,174325,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
19,Private,391329,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
37,State-gov,178876,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
32,Private,185027,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland,>50K
39,Private,201410,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Philippines,>50K
43,Private,383670,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
49,Private,133729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,17,United-States,<=50K
31,Private,81846,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,Private,255252,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Private,626493,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,167482,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,23621,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K
45,Private,293628,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Philippines,>50K
64,Federal-gov,388594,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,?,>50K
45,Self-emp-not-inc,174426,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
26,Private,77661,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,174077,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,32,United-States,<=50K
32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
42,Self-emp-not-inc,40024,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,66,United-States,<=50K
47,Private,142061,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,102945,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
56,Private,266091,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K
33,Local-gov,161942,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,1055,0,40,United-States,<=50K
31,Private,164190,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,176321,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
32,Private,46691,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,State-gov,296282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,219262,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Local-gov,96062,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
31,Private,254494,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
18,Private,36251,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
36,Private,117528,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
47,Private,280798,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Private,32365,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
43,Private,160369,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,203408,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
39,Private,126569,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,?,<=50K
17,?,103851,11th,7,Never-married,?,Own-child,White,Female,0,0,45,United-States,<=50K
46,Private,196858,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
64,Private,180624,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,<=50K
57,Local-gov,343447,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,103860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
90,Self-emp-not-inc,83601,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Male,1086,0,60,United-States,<=50K
34,?,304872,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Self-emp-not-inc,123170,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
47,Federal-gov,227244,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
19,Private,179991,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
53,State-gov,153486,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
25,State-gov,165457,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,2463,0,40,United-States,<=50K
33,Private,206051,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,191196,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Federal-gov,368947,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,136224,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
55,Self-emp-not-inc,200939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,<=50K
22,Private,509048,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,37,United-States,<=50K
42,Private,31251,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,<=50K
36,Private,201519,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,176101,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,334291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,187505,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
21,Private,243921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,141118,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
57,Private,75673,Some-college,10,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
38,Private,304651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
50,Private,193374,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,379917,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K
17,Private,51939,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
23,Private,194951,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,55,Ireland,<=50K
51,Private,154949,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,34996,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
48,State-gov,170142,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
20,Private,444554,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,230961,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,55849,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
19,?,20469,HS-grad,9,Never-married,?,Other-relative,Asian-Pac-Islander,Female,0,0,12,South,<=50K
44,Local-gov,229148,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
20,Private,293726,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,76196,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,206492,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,?,<=50K
30,Private,87561,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,299536,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,55,United-States,<=50K
22,Private,333158,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,<=50K
38,Private,119992,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,144301,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
17,Private,277112,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
41,Self-emp-inc,114967,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
33,Private,267859,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,El-Salvador,<=50K
31,Local-gov,295589,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
30,State-gov,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
49,Local-gov,159726,11th,7,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,159938,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24,Italy,<=50K
53,Private,167170,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
19,Private,194608,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,193932,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,?,76437,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Self-emp-not-inc,27385,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
23,Private,227594,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
34,Private,204052,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,166691,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,120676,11th,7,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
47,Local-gov,377401,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,150296,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,80,United-States,<=50K
54,Private,339667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
63,Private,127363,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States,<=50K
39,Private,179137,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,161765,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
39,Private,187847,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K
46,Private,254672,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,2354,0,40,United-States,<=50K
36,Private,416745,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K
84,Private,388384,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,United-States,<=50K
25,Private,216583,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
21,Self-emp-not-inc,87169,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
39,Private,245053,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
30,Private,186932,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,75,United-States,>50K
24,Private,161638,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Ecuador,<=50K
46,Private,110171,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
25,Private,90752,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
29,?,168479,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,411273,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Private,98719,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,301867,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,24,Philippines,<=50K
39,Private,127772,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,44,United-States,>50K
36,Local-gov,287821,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
55,Self-emp-inc,222615,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
19,?,35507,Some-college,10,Never-married,?,Own-child,White,Female,0,0,45,United-States,<=50K
51,Self-emp-not-inc,183173,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
63,Self-emp-not-inc,106648,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,12,United-States,<=50K
40,Private,182140,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
52,Federal-gov,385183,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
17,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,<=50K
54,Private,103345,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
24,?,412156,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,<=50K
37,Private,131827,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,240137,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,<=50K
40,Private,124747,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,7298,0,40,United-States,>50K
53,Self-emp-not-inc,263439,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
24,State-gov,166851,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,United-States,<=50K
26,Private,191648,Assoc-acdm,12,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,15,United-States,<=50K
24,Private,172146,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States,<=50K
48,Private,232149,Bachelors,13,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,114357,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
27,Private,100079,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,60,China,<=50K
68,?,353524,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,<=50K
21,Private,249282,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,56870,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,168403,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1741,40,United-States,<=50K
55,Self-emp-not-inc,396878,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,25,United-States,<=50K
26,Private,201663,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
58,Private,200316,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29,?,256211,1st-4th,2,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
24,Private,200973,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,?,235661,10th,6,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
24,Private,420779,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,35,United-States,<=50K
27,Private,57092,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
